priority,gapType,slot,item,color,material,suggestedKey,suggestedFilename,searchQuery,unsplashSearchUrl,pexelsSearchUrl,licenseNote
P2,colorLocked,accessory,Necklace,gray,metal,accessory_gray_necklace_metal_studio,assets/recommendation-stock/accessory-gray-necklace-metal.jpg,gray metal Necklace flat lay studio product,https://unsplash.com/s/photos/gray%20metal%20Necklace%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20metal%20Necklace%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Necklace,navy,metal,accessory_navy_necklace_metal_studio,assets/recommendation-stock/accessory-navy-necklace-metal.jpg,navy metal Necklace flat lay studio product,https://unsplash.com/s/photos/navy%20metal%20Necklace%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20metal%20Necklace%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Necklace,tan,metal,accessory_tan_necklace_metal_studio,assets/recommendation-stock/accessory-tan-necklace-metal.jpg,tan metal Necklace flat lay studio product,https://unsplash.com/s/photos/tan%20metal%20Necklace%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20metal%20Necklace%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Pocket square,brown,cotton,accessory_brown_pocket-square_cotton_studio,assets/recommendation-stock/accessory-brown-pocket-square-cotton.jpg,brown cotton Pocket square flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Pocket%20square%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Pocket%20square%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Pocket square,gray,cotton,accessory_gray_pocket-square_cotton_studio,assets/recommendation-stock/accessory-gray-pocket-square-cotton.jpg,gray cotton Pocket square flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Pocket%20square%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Pocket%20square%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Pocket square,navy,cotton,accessory_navy_pocket-square_cotton_studio,assets/recommendation-stock/accessory-navy-pocket-square-cotton.jpg,navy cotton Pocket square flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Pocket%20square%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Pocket%20square%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Pocket square,tan,cotton,accessory_tan_pocket-square_cotton_studio,assets/recommendation-stock/accessory-tan-pocket-square-cotton.jpg,tan cotton Pocket square flat lay studio product,https://unsplash.com/s/photos/tan%20cotton%20Pocket%20square%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20cotton%20Pocket%20square%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Scarf,blue,silk,accessory_blue_scarf_silk_studio,assets/recommendation-stock/accessory-blue-scarf-silk.jpg,blue silk Scarf flat lay studio product,https://unsplash.com/s/photos/blue%20silk%20Scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20silk%20Scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Scarf,red,silk,accessory_red_scarf_silk_studio,assets/recommendation-stock/accessory-red-scarf-silk.jpg,red silk Scarf flat lay studio product,https://unsplash.com/s/photos/red%20silk%20Scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20silk%20Scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Scarf,yellow,silk,accessory_yellow_scarf_silk_studio,assets/recommendation-stock/accessory-yellow-scarf-silk.jpg,yellow silk Scarf flat lay studio product,https://unsplash.com/s/photos/yellow%20silk%20Scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20silk%20Scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Silk scarf,black,silk,accessory_black_silk-scarf_silk_studio,assets/recommendation-stock/accessory-black-silk-scarf-silk.jpg,black silk Silk scarf flat lay studio product,https://unsplash.com/s/photos/black%20silk%20Silk%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20silk%20Silk%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Silk scarf,brown,silk,accessory_brown_silk-scarf_silk_studio,assets/recommendation-stock/accessory-brown-silk-scarf-silk.jpg,brown silk Silk scarf flat lay studio product,https://unsplash.com/s/photos/brown%20silk%20Silk%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20silk%20Silk%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Silk scarf,gray,silk,accessory_gray_silk-scarf_silk_studio,assets/recommendation-stock/accessory-gray-silk-scarf-silk.jpg,gray silk Silk scarf flat lay studio product,https://unsplash.com/s/photos/gray%20silk%20Silk%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20silk%20Silk%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Silk scarf,navy,silk,accessory_navy_silk-scarf_silk_studio,assets/recommendation-stock/accessory-navy-silk-scarf-silk.jpg,navy silk Silk scarf flat lay studio product,https://unsplash.com/s/photos/navy%20silk%20Silk%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20silk%20Silk%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Silk scarf,tan,silk,accessory_tan_silk-scarf_silk_studio,assets/recommendation-stock/accessory-tan-silk-scarf-silk.jpg,tan silk Silk scarf flat lay studio product,https://unsplash.com/s/photos/tan%20silk%20Silk%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20silk%20Silk%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,brown,cotton,accessory_brown_sports-cap_cotton_studio,assets/recommendation-stock/accessory-brown-sports-cap-cotton.jpg,brown cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,cream,cotton,accessory_cream_sports-cap_cotton_studio,assets/recommendation-stock/accessory-cream-sports-cap-cotton.jpg,cream cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/cream%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/cream%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,gray,cotton,accessory_gray_sports-cap_cotton_studio,assets/recommendation-stock/accessory-gray-sports-cap-cotton.jpg,gray cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,navy,cotton,accessory_navy_sports-cap_cotton_studio,assets/recommendation-stock/accessory-navy-sports-cap-cotton.jpg,navy cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,tan,cotton,accessory_tan_sports-cap_cotton_studio,assets/recommendation-stock/accessory-tan-sports-cap-cotton.jpg,tan cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/tan%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sports cap,white,cotton,accessory_white_sports-cap_cotton_studio,assets/recommendation-stock/accessory-white-sports-cap-cotton.jpg,white cotton Sports cap flat lay studio product,https://unsplash.com/s/photos/white%20cotton%20Sports%20cap%20flat%20lay%20studio%20product,https://www.pexels.com/search/white%20cotton%20Sports%20cap%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sun hat,blue,cotton,accessory_blue_sun-hat_cotton_studio,assets/recommendation-stock/accessory-blue-sun-hat-cotton.jpg,blue cotton Sun hat flat lay studio product,https://unsplash.com/s/photos/blue%20cotton%20Sun%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20cotton%20Sun%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sun hat,red,cotton,accessory_red_sun-hat_cotton_studio,assets/recommendation-stock/accessory-red-sun-hat-cotton.jpg,red cotton Sun hat flat lay studio product,https://unsplash.com/s/photos/red%20cotton%20Sun%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20cotton%20Sun%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sun hat,yellow,cotton,accessory_yellow_sun-hat_cotton_studio,assets/recommendation-stock/accessory-yellow-sun-hat-cotton.jpg,yellow cotton Sun hat flat lay studio product,https://unsplash.com/s/photos/yellow%20cotton%20Sun%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20cotton%20Sun%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sunglasses,blue,acetate,accessory_blue_sunglasses_acetate_studio,assets/recommendation-stock/accessory-blue-sunglasses-acetate.jpg,blue acetate Sunglasses flat lay studio product,https://unsplash.com/s/photos/blue%20acetate%20Sunglasses%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20acetate%20Sunglasses%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sunglasses,red,acetate,accessory_red_sunglasses_acetate_studio,assets/recommendation-stock/accessory-red-sunglasses-acetate.jpg,red acetate Sunglasses flat lay studio product,https://unsplash.com/s/photos/red%20acetate%20Sunglasses%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20acetate%20Sunglasses%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Sunglasses,yellow,acetate,accessory_yellow_sunglasses_acetate_studio,assets/recommendation-stock/accessory-yellow-sunglasses-acetate.jpg,yellow acetate Sunglasses flat lay studio product,https://unsplash.com/s/photos/yellow%20acetate%20Sunglasses%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20acetate%20Sunglasses%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tie,brown,silk,accessory_brown_tie_silk_studio,assets/recommendation-stock/accessory-brown-tie-silk.jpg,brown silk Tie flat lay studio product,https://unsplash.com/s/photos/brown%20silk%20Tie%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20silk%20Tie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tie,gray,silk,accessory_gray_tie_silk_studio,assets/recommendation-stock/accessory-gray-tie-silk.jpg,gray silk Tie flat lay studio product,https://unsplash.com/s/photos/gray%20silk%20Tie%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20silk%20Tie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tie,tan,silk,accessory_tan_tie_silk_studio,assets/recommendation-stock/accessory-tan-tie-silk.jpg,tan silk Tie flat lay studio product,https://unsplash.com/s/photos/tan%20silk%20Tie%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20silk%20Tie%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tote bag,blue,leather,accessory_blue_tote-bag_leather_studio,assets/recommendation-stock/accessory-blue-tote-bag-leather.jpg,blue leather Tote bag flat lay studio product,https://unsplash.com/s/photos/blue%20leather%20Tote%20bag%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20leather%20Tote%20bag%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tote bag,red,leather,accessory_red_tote-bag_leather_studio,assets/recommendation-stock/accessory-red-tote-bag-leather.jpg,red leather Tote bag flat lay studio product,https://unsplash.com/s/photos/red%20leather%20Tote%20bag%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20leather%20Tote%20bag%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Tote bag,yellow,leather,accessory_yellow_tote-bag_leather_studio,assets/recommendation-stock/accessory-yellow-tote-bag-leather.jpg,yellow leather Tote bag flat lay studio product,https://unsplash.com/s/photos/yellow%20leather%20Tote%20bag%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20leather%20Tote%20bag%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Watch,blue,metal,accessory_blue_watch_metal_studio,assets/recommendation-stock/accessory-blue-watch-metal.jpg,blue metal Watch flat lay studio product,https://unsplash.com/s/photos/blue%20metal%20Watch%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20metal%20Watch%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Watch,red,metal,accessory_red_watch_metal_studio,assets/recommendation-stock/accessory-red-watch-metal.jpg,red metal Watch flat lay studio product,https://unsplash.com/s/photos/red%20metal%20Watch%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20metal%20Watch%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Watch,yellow,metal,accessory_yellow_watch_metal_studio,assets/recommendation-stock/accessory-yellow-watch-metal.jpg,yellow metal Watch flat lay studio product,https://unsplash.com/s/photos/yellow%20metal%20Watch%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20metal%20Watch%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wide-brim hat,black,cotton,accessory_black_wide-brim-hat_cotton_studio,assets/recommendation-stock/accessory-black-wide-brim-hat-cotton.jpg,black cotton Wide-brim hat flat lay studio product,https://unsplash.com/s/photos/black%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wide-brim hat,brown,cotton,accessory_brown_wide-brim-hat_cotton_studio,assets/recommendation-stock/accessory-brown-wide-brim-hat-cotton.jpg,brown cotton Wide-brim hat flat lay studio product,https://unsplash.com/s/photos/brown%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wide-brim hat,gray,cotton,accessory_gray_wide-brim-hat_cotton_studio,assets/recommendation-stock/accessory-gray-wide-brim-hat-cotton.jpg,gray cotton Wide-brim hat flat lay studio product,https://unsplash.com/s/photos/gray%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wide-brim hat,navy,cotton,accessory_navy_wide-brim-hat_cotton_studio,assets/recommendation-stock/accessory-navy-wide-brim-hat-cotton.jpg,navy cotton Wide-brim hat flat lay studio product,https://unsplash.com/s/photos/navy%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wide-brim hat,tan,cotton,accessory_tan_wide-brim-hat_cotton_studio,assets/recommendation-stock/accessory-tan-wide-brim-hat-cotton.jpg,tan cotton Wide-brim hat flat lay studio product,https://unsplash.com/s/photos/tan%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20cotton%20Wide-brim%20hat%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool gloves,black,wool,accessory_black_wool-gloves_wool_studio,assets/recommendation-stock/accessory-black-wool-gloves-wool.jpg,black wool Wool gloves flat lay studio product,https://unsplash.com/s/photos/black%20wool%20Wool%20gloves%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20wool%20Wool%20gloves%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool gloves,brown,wool,accessory_brown_wool-gloves_wool_studio,assets/recommendation-stock/accessory-brown-wool-gloves-wool.jpg,brown wool Wool gloves flat lay studio product,https://unsplash.com/s/photos/brown%20wool%20Wool%20gloves%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20wool%20Wool%20gloves%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool gloves,gray,wool,accessory_gray_wool-gloves_wool_studio,assets/recommendation-stock/accessory-gray-wool-gloves-wool.jpg,gray wool Wool gloves flat lay studio product,https://unsplash.com/s/photos/gray%20wool%20Wool%20gloves%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20wool%20Wool%20gloves%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool gloves,navy,wool,accessory_navy_wool-gloves_wool_studio,assets/recommendation-stock/accessory-navy-wool-gloves-wool.jpg,navy wool Wool gloves flat lay studio product,https://unsplash.com/s/photos/navy%20wool%20Wool%20gloves%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20wool%20Wool%20gloves%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool gloves,tan,wool,accessory_tan_wool-gloves_wool_studio,assets/recommendation-stock/accessory-tan-wool-gloves-wool.jpg,tan wool Wool gloves flat lay studio product,https://unsplash.com/s/photos/tan%20wool%20Wool%20gloves%20flat%20lay%20studio%20product,https://www.pexels.com/search/tan%20wool%20Wool%20gloves%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool scarf,blue,silk,accessory_blue_wool-scarf_silk_studio,assets/recommendation-stock/accessory-blue-wool-scarf-silk.jpg,blue silk Wool scarf flat lay studio product,https://unsplash.com/s/photos/blue%20silk%20Wool%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/blue%20silk%20Wool%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool scarf,red,silk,accessory_red_wool-scarf_silk_studio,assets/recommendation-stock/accessory-red-wool-scarf-silk.jpg,red silk Wool scarf flat lay studio product,https://unsplash.com/s/photos/red%20silk%20Wool%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/red%20silk%20Wool%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool scarf,yellow,silk,accessory_yellow_wool-scarf_silk_studio,assets/recommendation-stock/accessory-yellow-wool-scarf-silk.jpg,yellow silk Wool scarf flat lay studio product,https://unsplash.com/s/photos/yellow%20silk%20Wool%20scarf%20flat%20lay%20studio%20product,https://www.pexels.com/search/yellow%20silk%20Wool%20scarf%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool socks,black,wool,accessory_black_wool-socks_wool_studio,assets/recommendation-stock/accessory-black-wool-socks-wool.jpg,black wool Wool socks flat lay studio product,https://unsplash.com/s/photos/black%20wool%20Wool%20socks%20flat%20lay%20studio%20product,https://www.pexels.com/search/black%20wool%20Wool%20socks%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool socks,brown,wool,accessory_brown_wool-socks_wool_studio,assets/recommendation-stock/accessory-brown-wool-socks-wool.jpg,brown wool Wool socks flat lay studio product,https://unsplash.com/s/photos/brown%20wool%20Wool%20socks%20flat%20lay%20studio%20product,https://www.pexels.com/search/brown%20wool%20Wool%20socks%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool socks,gray,wool,accessory_gray_wool-socks_wool_studio,assets/recommendation-stock/accessory-gray-wool-socks-wool.jpg,gray wool Wool socks flat lay studio product,https://unsplash.com/s/photos/gray%20wool%20Wool%20socks%20flat%20lay%20studio%20product,https://www.pexels.com/search/gray%20wool%20Wool%20socks%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
P2,colorLocked,accessory,Wool socks,navy,wool,accessory_navy_wool-socks_wool_studio,assets/recommendation-stock/accessory-navy-wool-socks-wool.jpg,navy wool Wool socks flat lay studio product,https://unsplash.com/s/photos/navy%20wool%20Wool%20socks%20flat%20lay%20studio%20product,https://www.pexels.com/search/navy%20wool%20Wool%20socks%20flat%20lay%20studio%20product/,"Verify license before use. Unsplash/Pexels: free for commercial, no attribution required (recommended). Pixabay: similar but check each image. Avoid Flickr/Google Images unless explicit CC0/CC-BY."
